Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cabo Verde,CPV,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.345310322,4.792418838,-4.115844707,49.3540866,-29.17246216,-1.546899299,5.766898034,-0.835291449,-0.33599059,7.612078278,-1.200928291,5.155334996,-0.363208871,4.921099737,-6.332546995,-1.79488317,4.639770919,1.365374447,3.712743704,1.954558245,0.654415406,2.747040898,0.677607457,1.424760197,-0.100319979,1.620407559,1.679924793,1.296913676,1.704171168,0.694871206,0.366160447,1.349901129,7.547110516,3.857299077
Costa Rica,CRI,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5479003,64.77468662,19.72885313,10.43557217,15.67047734,21.23624379,15.07506684,14.67989293,11.93819493,11.02947136,9.389713549,9.720937906,9.786886284,10.64823699,13.35034943,13.01332544,12.98431049,10.51678594,11.42378579,9.701330913,6.628844912,4.593225142,4.733632968,4.590211673,6.206920425,3.955215396,1.958764799,2.85888373,2.192478428,2.566792118,0.772593247,2.374130826,6.280385137,-0.087922597
Estados pequeos del Caribe,CSS,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.261274572,-7.387843455,3.745721344,18.97549184,26.28203172,10.50866723,-2.671616988,-1.352587126,1.299105178,3.789095964,1.741163742,0.454939112,4.533175759,2.973510543,0.605978559,0.380080608,10.36556133,3.589775462,-0.344532567,0.634175021,1.202048529,4.323767132,2.914057805,2.65783024,3.463375741,3.439048763,4.328349243,4.113590901,1.032269335,3.544742994,16.55596262,401.5911913,14.15540196,
Curacao,CUW,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.789998571,0.410001234,1.619999858,1.380000069,4.100000753,3.130000958,2.999996765,6.900002851,1.79999793,2.779999929,-1.222272918,3.184000591,1.332300156,1.498698698,-0.476487693,-0.047261999,1.58549917,2.584799657,2.625901749,2.1799984,3.742802303,3.985171455,
Islas Caimán,CYM,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.072846621,3.047727245,0.610378542,-0.206404075,-0.460453499,1.261410886,1.378205986,0.886725094,0.341901494,1.000091789,1.986797417,2.66280257,3.396309782,0.139370172,2.14533253,3.583248007,
Chipre,CYP,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.433124951,3.888006161,6.041382276,4.803132987,5.270982343,13.59780684,2.641011122,2.236907357,1.965679711,2.301992019,2.74340599,3.660304745,0.296405182,5.387673986,2.709268188,2.019495113,3.086230037,4.138208469,4.734840121,0.263119072,1.880282357,1.616249,1.678779216,-0.937733917,-1.338262482,-0.754234116,-0.574732598,1.036976333,1.004092044,1.32263514,-1.309843689,2.685802432,6.065633687,4.72552213
República Checa,CZE,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.19238838,12.35726257,21.00880289,12.34196664,8.821120813,9.905093928,8.311507149,9.807963686,3.041796274,1.842133728,4.889284958,2.724349395,1.292722631,4.049045319,0.09494427,0.654105321,3.540381807,2.009581237,2.587820681,-1.425313992,-0.020571958,1.450921071,1.364704738,2.578536316,0.99227616,1.141450601,1.306944317,2.567573971,3.888953446,4.318402839,3.327809592,8.547350789,8.55531034
Alemania,DEU,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39664345,3.08507976,5.306196642,3.88366392,2.051608029,1.981324649,0.602279503,0.272816322,0.688465401,0.343135142,-0.489389005,1.30499491,1.378125824,1.321253524,1.115595867,0.405207332,0.397281155,1.770273207,0.909330422,1.841891638,0.645275771,1.069483745,1.496488838,1.959391683,1.877939854,1.853678824,1.327752223,1.503738989,2.007492441,2.130309051,1.872585648,3.019638074,5.268325424,6.628008069
Djibouti,DJI,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.262304414,1.807100821,0.302782334,0.56223153,0.656016213,0.449797431,1.777809766,1.701031369,4.619220158,4.564525794
Dominica,DMA,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.208355327,7.650728195,4.386876591,2.679710499,7.639527025,0.783933917,3.264948082,1.444868204,2.540112932,2.536389911,0.599196417,2.084345371,0.790588617,-3.119272981,3.792006514,-1.448227844,2.367080499,1.525048634,1.508378116,8.003913875,0.296969745,1.685321882,-1.961543346,3.566486867,-0.297826834,6.819833773,3.697898703,-3.073314798,2.724915826,4.483286354,-1.133721486,3.025965159,3.563036298,2.866215998
Dinamarca,DNK,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.602447219,2.659452744,1.655911087,0.579917804,1.565502359,1.282390629,2.014183625,2.013919571,1.232142859,1.684753725,3.017974288,2.518414226,2.347647464,1.481829809,2.095733093,2.906424049,2.076179572,2.432280585,4.134692969,0.529022254,3.224072874,0.638643468,2.375183628,0.888170882,1.032108578,0.433060802,0.254595167,1.184661612,0.747856838,1.048794244,2.926325312,2.8566837,8.066962466,-3.477865496
República Dominicana,DOM,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.45926308,58.24835587,5.568290059,4.983763062,10.13587567,9.652386002,3.669736843,9.451332812,6.504701252,3.834154402,7.207762797,6.040738836,6.920668849,33.46154066,45.16631005,5.781251843,6.641244773,5.700857255,10.39168751,3.498146566,5.443413315,8.060755175,5.098181545,4.692819142,4.321288938,2.471885977,1.993678465,4.181375034,4.121489687,2.525618656,4.72350402,7.777158111,10.71415565,6.423919802
Argelia,DZA,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25959854,53.78860417,21.92611453,13.62442466,29.07764732,28.57703753,24.02190407,7.001963048,-3.131088697,10.85633631,22.67800919,-0.47340196,1.372855942,8.942462239,11.44650379,12.36159334,10.78118375,7.095515788,15.11788216,-7.373748176,15.55691812,16.90870836,8.002446539,0.892752994,1.450364661,-4.986744795,0.856688224,4.938007295,6.164678365,0.882992828,-4.711383916,15.95389805,22.88607524,-2.258254272
Asia oriental y el Pacífico (excluido altos ingresos),EAP,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inicial del dividendo demográfico,EAR,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia oriental y el Pacífico,EAS,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa y Asia central (excluido altos ingresos),ECA,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa y Asia central,ECS,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.813629203,6.889320383,4.303229428,2.64177089,15.00871935,5.222553228,1.490154815,7.006173042,-3.782679235,-26.29999283,-7.714066764,26.59821678,11.48656242,11.24727984,6.390619971,8.582991269,8.716585829,7.063421717,15.09411601,-2.769125949,9.013717386,6.83751223,5.003235908,2.66686728,2.052960516,-5.475632657,1.171144504,0.932031656,1.819396707,-0.056575187,-1.825956443,2.049010828,2.195711083,-0.408196858
"Egipto, República Árabe de",EGY,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.74305136,16.12527118,18.35078068,8.429105388,8.448871564,11.3997415,7.107667449,9.876277428,2.377681489,0.919435418,3.944406994,1.867699842,3.165579066,6.777493606,11.66990834,6.212729507,7.359977731,12.59573982,12.20398446,11.18554227,10.10686463,11.66297635,19.48287747,8.712674575,11.2476245,9.93088973,6.245663133,29.51847984,21.17482082,13.61809591,6.176934098,4.847156432,10.42578924,24.80060954
Zona del Euro,EMU,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.383170627,22.15,11.3,9.074834889,3.897151791,9.109172939,2.318561492,24.97759475,15.07726958,16.14866736,21.87284176,24.79928568,7.623689359,11.39400395,7.288208261,16.0762201,29.50450714,-16.2281997,19.53822815,,,,,,,,,,,,
España,ESP,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32625092,6.935139663,6.710771178,4.537241263,3.879841919,4.933129811,3.460091245,2.355985604,2.566601709,2.541110133,3.329754709,4.108232407,4.084674627,3.933503339,3.882225008,4.100992149,3.97962664,3.416396759,2.254327198,0.143775339,0.15347938,-0.019739336,-0.114607766,0.397676429,-0.223722668,0.545318262,0.322098012,1.299211833,1.245552418,1.44735843,1.137643402,2.656324202,4.142323199,5.927784932
Estonia,EST,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.570429,873.6428676,84.80552699,39.66900781,31.40857154,22.53948445,9.922472833,6.894504691,6.461017543,3.684706449,6.800473037,4.857663032,3.88861391,4.690469369,5.923749595,8.978579461,12.35838818,6.802523429,-0.388681743,1.822352304,5.473736785,4.072175623,4.03124999,2.915613323,1.03644083,2.187309907,3.590365015,4.837779415,3.605947977,-0.907453812,5.950322689,16.07032513,7.88362866
Etiopía,ETH,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.271374608,19.08429023,15.53222587,13.37686423,2.931081714,12.70636902,0.239138039,0.206655551,-0.150146938,2.222723093,6.8,-5.75533534,-3.621434213,12.76797833,3.911362456,9.875511911,11.5523498,17.22057948,30.31167308,24.14641529,1.444572317,20.06187508,33.54140502,4.901979299,10.98178829,10.83654278,10.39792554,6.676855083,12.38229481,12.86039682,18.25459029,21.76326407,34.66735302,33.02069288
Unión Europea,EUU,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frágiles y situaciones de conflicto afectados,FCS,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finlandia,FIN,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.195402427,1.511766069,0.887746784,1.765901232,1.845410957,4.201113189,-0.078275966,2.080421771,3.097937532,0.927035885,1.637831432,3.303380889,0.944264298,0.189923706,0.602661249,0.928941215,0.920723415,2.753280703,3.037236772,1.773905221,0.322930666,2.62353335,2.97397234,2.55829451,1.631623337,1.616746497,0.087425458,0.819262897,2.001836276,1.496554192,1.634678998,2.397957192,5.383796524,4.797593687
Fiji,FJI,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.679469369,5.993131638,6.306671978,7.237345038,0.828038046,1.130414564,2.8684423,3.290055995,7.447953427,6.731820944,-4.719873879,3.24539621,3.266447483,7.702779357,2.194008592,6.645185981,3.746758819,3.02445641,2.158118817,1.390695021,4.229784999,9.391340519,3.576513521,3.621296542,12.50540568,2.530898047,2.633326643,1.698457571,1.425718008,1.546549084,-1.482550527,-2.513062174,2.47256172,4.400000615
Francia,FRA,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.657162863,2.54708483,1.967055757,1.623502953,0.924864158,1.124788375,1.358078066,0.87820164,0.950262691,0.203811155,1.553290253,2.008334185,2.067425741,1.859368244,1.62267544,1.936341419,2.155327391,2.556637015,2.36707384,0.066627476,1.069697476,0.947960225,1.161825032,0.778100531,0.576944233,1.138248785,0.522559343,0.521577263,0.992224566,1.278592146,2.839876196,1.42394827,2.947216929,5.472333304
Islas Feroe,FRO,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.328753412,7.160672359,-1.08746002,-2.340998474,1.519177127,2.671180302,4.859462801,7.777657885,0.373671978,-0.394209933,3.647038436,-0.11576281,1.819832547,3.889042127,
Micronesia (Estados Federados de),FSM,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.949650002,5.101371221,3.030566511,3.012221307,2.615031312,2.247767526,1.869604408,0.651203193,2.991246825,-0.784597582,1.07890621,1.108846839,0.094182889,-0.364125356,0.993306113,2.096994672,1.384708939,3.174459935,5.004978286,5.361619614,3.602984573,1.595632434,7.122501016,0.636944649,3.023894237,-5.250358783,2.194177119,9.559811617,9.192200557,-3.431372549,-3.695431472,1.98318062,11.12116642,6.14424034
Gabón,GAB,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.35814139,-11.36610253,0.213866959,-0.509480779,46.55144294,1.339115488,13.56267674,0.946536838,-17.78640148,19.19133589,28.0893436,-6.252593441,0.855807814,-0.217120396,7.765278535,20.09447289,9.868137278,4.231361642,20.47895904,-18.0745351,16.56432021,12.68122777,-2.941902704,-6.157924934,-0.851390333,-8.927172453,-4.26975398,3.820302144,7.176657494,1.547485198,-9.173905724,25.34830729,13.85546499,-7.41533222
Reino Unido,GBR,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.886218073,6.419086481,3.320979296,2.733044225,1.393623586,11.48900313,4.13727653,-0.147098031,1.272284958,1.37313867,1.143887865,1.505348614,2.122738202,2.392776139,2.620096381,2.93532814,2.786833645,2.252515379,3.403280075,1.891111935,1.583741327,2.189184721,1.538803628,2.117063975,1.317778214,0.660990521,1.964798274,1.856541047,1.922052394,2.115732743,5.083623429,-0.120427085,5.14631509,7.119477417
Georgia,GEO,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2452546,62.23036504,1310.308816,15444.42042,6041.474047,162.7338855,43.0302705,6.534975171,6.94032134,9.728841759,4.678210815,5.374346402,5.91907467,3.42601021,8.433694478,7.935102971,8.44730526,9.467508103,9.592327387,-2.135768243,14.20769741,9.171711283,0.291166471,-0.650965016,4.589904484,5.377421677,2.27481843,7.546744998,3.484816287,3.995680346,6.847933388,10.22958765,8.135450144,2.477583933
Ghana,GHA,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.16658673,20.04135924,11.15008287,31.75721237,30.12892697,43.04533058,39.83774281,19.45816759,17.04846525,13.97116505,27.23011384,34.81794407,22.81858472,28.70440721,14.35015113,14.9637184,12.78866114,16.10424059,19.41027109,15.66656862,16.59564473,13.91482218,15.20527874,15.58107726,23.93995876,13.25296668,15.74862031,10.67730823,10.5684825,8.481070297,9.365574966,12.10610163,28.16824787,33.07982505
Gibraltar,GIB,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.27918117,25.81867057,26.22021363,0.673757277,1.42800164,5.951338301,1.545968237,1.434126666,3.324640445,4.227675307,6.300123958,1.752426319,0.432772377,15.91069656,16.52158332,27.39084537,37.58404182,13.61887594,16.7051244,1.771029243,16.1026176,8.999290838,11.51597068,4.329351574,2.615896683,2.972289354,5.66894845,10.35650236,7.059084426,9.402907658,4.693938029,11.5,10.992149,7.393203027
Gambia,GMB,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96453339,8.256341213,7.12,5.142322484,3.777396551,3.9632505,2.911712209,3.844791656,2.51756554,4.340751787,2.216982613,15.12597805,16.10387759,27.39114006,94.19011414,4.113805283,1.303203998,4.414824902,2.475845868,4.513305353,5.644330861,4.572123504,3.845160214,5.933131381,5.211723107,9.720362427,7.820622749,3.92171862,6.951764038,6.252206399,2.188758959,7.382122878,8.642277522,12.92242571
Guinea-Bissau,GNB,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.24603769,67.89436694,64.98118949,49.05888536,23.24948076,44.73003822,39.23371349,34.13819483,10.34033958,-12.42229014,-22.93231938,3.762037472,3.374383225,-0.570313383,-5.480796127,3.114412642,-4.243386114,5.990265789,12.76273268,-3.82520779,5.215015537,8.452921987,-0.027221159,-0.932275244,1.297557369,14.51966291,2.840727737,10.39612092,-2.531561244,-3.452172368,-1.00000832,2.699993582,7.300034239,7.010635473
Guinea Ecuatorial,GNQ,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35252684,3.552112541,-15.42370048,-2.693115419,24.52634674,7.680834092,0.821196362,-13.14717367,-31.56591498,39.15762567,46.56174334,-11.97152744,-1.582890271,0.635621902,16.92276351,42.57748777,12.9763712,3.037653859,19.84003893,-20.83023096,24.90653418,17.04510657,4.854782044,-1.072673757,-1.273842647,-20.19275037,-6.285422111,12.74238316,9.513834297,-3.163689834,-10.16854575,17.93863072,19.7373951,-7.360382256
Grecia,GRC,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.69059958,19.78774145,14.7988143,14.42874731,11.18188838,9.791836291,7.635700089,6.553380535,5.103568365,3.62273328,1.592670687,3.474752584,3.348770898,3.453573828,3.062662135,2.240319398,3.495042594,3.422667015,4.344583126,2.56977067,-0.177480871,0.959017981,-0.275142403,-2.045624207,-1.938754621,-0.293730433,-0.578580752,0.285406259,-0.165244042,0.226845195,-0.751947346,1.485320254,7.846844744,4.51948376
Granada,GRD,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015932117,6.669909621,4.011580531,1.883424817,3.190762918,3.053150632,2.673084511,1.784707222,1.737873068,1.121489332,2.692405092,2.144176943,0.372146666,-0.077072097,2.031148013,2.489741921,4.632587859,2.319443727,7.847729026,-0.009899798,0.479792195,0.224507392,3.926150009,2.923098252,0.775212925,2.758392063,2.644245258,1.526173501,-0.70365939,3.327532948,-0.299985587,2.790317773,1.624941611,2.872132864
Groenlandia,GRL,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.092584964,3.225275111,1.545678166,1.042016454,0.46837432,2.055872291,0.980101192,0.496703675,0.978426733,1.06045632,2.110093215,3.402256828,3.103083667,6.532978067,-0.538444085,-3.229177083,2.238383145,-0.047515342,-2.01334418,5.538635432,2.027604919,2.884045659,3.445331812,1.067372531,0.990273554,8.144380572,3.537782458,3.266499642,1.846720352,0.744863,0.703000441,-0.416168295,,
Guatemala,GTM,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.53125909,32.97505206,8.861384828,14.50435163,11.7222782,8.667818239,8.90000451,8.257339517,9.502435185,5.041557983,6.830114668,7.592384338,6.469175065,4.471234672,6.023858814,5.668435626,4.981332971,7.115350543,9.407491822,3.600175273,5.137572988,6.894643403,3.377750844,3.358446346,2.860311607,2.23162146,2.707191297,1.747914109,1.271612175,3.565782872,2.873260202,2.693502462,6.224303487,4.922914241
Guam,GUM,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.239564699,1.795340742,5.064408234,4.406880732,3.012947335,3.823485196,3.196926684,0.237584678,0.629070251,3.430979133,0.840493089,2.07782277,2.522468165,1.574075771,0.998991461,1.472390793,2.438814964,4.035390089,3.25017572,5.46517905,
Guyana,GUY,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.44460956,134.5376441,11.30074367,16.9508888,16.57239728,12.35170875,3.930579753,1.443253706,2.970092815,11.21050695,6.586043726,0.321971564,2.618751572,4.718566729,6.775237839,7.632428919,5.627296115,12.6926,9.554748586,1.153113957,3.972252419,2.40931983,4.727615067,-0.536680528,-2.105403887,3.004309517,0.898175927,2.109007874,-2.887487925,2.961188463,-26.29609907,22.47121883,11.98829932,-14.25910596
Ingreso alto,HIC,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong, Región Administrativa Especial",HKG,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.564928225,9.140443975,9.899415608,8.612908762,6.321172899,4.139590818,5.88357712,5.760217979,1.219926283,-4.095685633,-3.394216145,-1.773952074,-3.401878753,-6.007697641,-3.590879747,-0.150035321,-0.534851735,3.137450602,1.281417656,-0.375465209,0.270663097,3.897865753,3.544800723,1.812449041,2.850313002,3.643509283,1.638290754,2.880600046,3.659569737,2.044953086,0.638305074,0.683647801,1.690190812,3.170084968
Honduras,HND,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00868749,26.28367103,3.67417388,10.90861435,21.33880068,23.71396868,18.19357784,16.37125803,10.29899491,7.575727283,9.657353401,8.08434938,5.131939922,5.759740767,6.451983852,7.279164158,5.348663465,6.625507168,7.790513639,7.653732423,4.676043295,7.807205237,3.579787426,1.374030519,6.849356725,6.932770369,3.678068144,4.512842976,1.947216915,3.358740885,3.401982283,4.605728089,9.31239503,6.17858774
Países pobres muy endeudados (PPME),HPC,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croacia,HRV,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.29542273,594.8467124,1466.789508,111.7587498,23.52984016,3.85310354,6.890409621,8.177602364,3.513347882,4.339236652,4.227060288,3.844274427,4.30037873,3.629933176,3.11591498,3.88021393,4.274630881,5.510945937,2.979754582,0.929960424,1.667834705,1.421180136,0.718411585,0.144838052,0.121551145,-0.016516591,1.231018632,2.019309776,1.992454584,0.827584196,2.134413008,8.553587132,8.522652208
Haití,HTI,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.99575008,14.61025881,20.90816597,18.33664245,56.7078918,15.96337739,9.976590041,12.7269915,14.15741763,7.031402537,11.0562,13.24832987,10.22096986,17.98552142,19.30292469,10.0721321,13.51831575,4.112256322,12.67493917,11.60146724,7.393823467,4.320730613,8.207793791,8.077148842,2.218986039,5.205963298,15.70321453,13.7798774,6.535758876,19.8003879,18.68518613,18.96023641,30.20129186,31.51196315
Hungría,HUN,"Inflación, deflactor del PIB: series vinculadas (% anual)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.66604967,35.71544124,21.50917965,21.27845509,19.49106055,26.73278894,21.93028074,20.26079858,13.76723893,8.120264321,9.583480916,11.04656399,8.091505831,5.433446106,5.091070725,2.627030947,3.65668644,5.443677217,4.806138668,4.199064551,2.532570453,1.928720703,2.892761678,2.82053189,3.692726095,2.775741908,1.320471995,4.029705051,4.847425392,4.785025181,6.389476606,6.439248105,14.23134116,14.74900514
